Student ID,Course,Grade
3984,English,C
3984,Physical Education,D
3985,Math,F
3985,Science,D
3985,History,C
3985,English,D
3985,Physical Education,F
3986,Math,C
3986,Science,C
3986,History,B
3986,English,F
3986,Physical Education,D
3987,Math,D
3987,Science,D
3987,History,A
3987,English,C
3987,Physical Education,F
3988,Math,B
3988,Science,A
3988,History,C
3988,English,A
3988,Physical Education,B
3989,Math,A
3989,Science,B
3989,History,F
3989,English,D
3989,Physical Education,B
3990,Math,C
3990,Science,A
3990,History,B
3990,English,B
3990,Physical Education,F
3991,Math,A
3991,Science,B
3991,History,D
3991,English,A
3991,Physical Education,C
3992,Math,B
3992,Science,C
3992,History,B
3992,English,C
3992,Physical Education,C
3993,Math,D
3993,Science,B
3993,History,F
3993,English,A
3993,Physical Education,D
3994,Math,D
3994,Science,A
3994,History,F
3994,English,F
3994,Physical Education,C
3995,Math,D
3995,Science,F
3995,History,F
3995,English,F
3995,Physical Education,C
3996,Math,F
3996,Science,D
3996,History,D
3996,English,C
3996,Physical Education,F
3997,Math,B
3997,Science,F
3997,History,A
3997,English,A
3997,Physical Education,A
3998,Math,C
3998,Science,C
3998,History,D
3998,English,F
3998,Physical Education,A
3999,Math,B
3999,Science,D
3999,History,F
3999,English,F
3999,Physical Education,A
4000,Math,C
4000,Science,C
4000,History,F
4000,English,B
4000,Physical Education,D
4001,Math,F
4001,Science,B
4001,History,C
4001,English,F
4001,Physical Education,F
4002,Math,F
4002,Science,D
4002,History,D
4002,English,B
4002,Physical Education,F
4003,Math,F
4003,Science,C
4003,History,F
4003,English,F
4003,Physical Education,A
4004,Math,D
4004,Science,A
4004,History,B
4004,English,C
4004,Physical Education,F
4005,Math,F
4005,Science,F
4005,History,C
4005,English,D
4005,Physical Education,A
4006,Math,A
4006,Science,A
4006,History,A
4006,English,D
4006,Physical Education,A
4007,Math,F
4007,Science,C
4007,History,C
4007,English,D
4007,Physical Education,B
4008,Math,A
4008,Science,C
4008,History,F
4008,English,F
4008,Physical Education,F
4009,Math,F
4009,Science,D
4009,History,F
4009,English,B
4009,Physical Education,F
4010,Math,D
4010,Science,B
4010,History,D
4010,English,C
4010,Physical Education,C
4011,Math,B
4011,Science,F
4011,History,C
4011,English,B
4011,Physical Education,C
4012,Math,F
4012,Science,D
4012,History,A
4012,English,C
4012,Physical Education,A
4013,Math,B
4013,Science,C
4013,History,B
4013,English,D
4013,Physical Education,C
4014,Math,C
4014,Science,F
4014,History,A
4014,English,B
4014,Physical Education,A
4015,Math,D
4015,Science,A
4015,History,A
4015,English,A
4015,Physical Education,B
4016,Math,F
4016,Science,C
4016,History,B
4016,English,A
4016,Physical Education,F
4017,Math,D
4017,Science,C
4017,History,C
4017,English,A
4017,Physical Education,D
4018,Math,F
4018,Science,F
4018,History,A
4018,English,A
4018,Physical Education,A
4019,Math,B
4019,Science,D
4019,History,A
4019,English,C
4019,Physical Education,F
4020,Math,C
4020,Science,B
4020,History,C
4020,English,D
4020,Physical Education,D
4021,Math,F
4021,Science,F
4021,History,C
4021,English,B
4021,Physical Education,C
4022,Math,C
4022,Science,F
4022,History,D
4022,English,B
4022,Physical Education,A
4023,Math,F
4023,Science,C
4023,History,C
4023,English,F
4023,Physical Education,C
4024,Math,F
4024,Science,C
4024,History,D
4024,English,D
4024,Physical Education,B
4025,Math,A
4025,Science,A
4025,History,C
4025,English,D
4025,Physical Education,D
4026,Math,A
4026,Science,B
4026,History,D
4026,English,D
4026,Physical Education,D
4027,Math,F
4027,Science,B
4027,History,A
4027,English,D
4027,Physical Education,A
4028,Math,C
4028,Science,B
4028,History,C
4028,English,D
4028,Physical Education,D
4029,Math,D
4029,Science,F
4029,History,D
4029,English,F
4029,Physical Education,A
4030,Math,D
4030,Science,A
4030,History,A
4030,English,D
4030,Physical Education,A
4031,Math,B
4031,Science,F
4031,History,D
4031,English,B
4031,Physical Education,D
4032,Math,A
4032,Science,D
4032,History,C
4032,English,D
4032,Physical Education,C
4033,Math,D
4033,Science,C
4033,History,C
4033,English,F
4033,Physical Education,A
4034,Math,B
4034,Science,B
4034,History,F
4034,English,A
4034,Physical Education,B
4035,Math,D
4035,Science,F
4035,History,D
4035,English,D
4035,Physical Education,C
4036,Math,D
4036,Science,D
4036,History,F
4036,English,F
4036,Physical Education,A
4037,Math,D
4037,Science,F
4037,History,B
4037,English,B
4037,Physical Education,D
4038,Math,C
4038,Science,A
4038,History,F
4038,English,B
4038,Physical Education,A
4039,Math,B
4039,Science,C
4039,History,B
4039,English,B
4039,Physical Education,F
4040,Math,F
4040,Science,B
4040,History,B
4040,English,D
4040,Physical Education,A
4041,Math,B
4041,Science,B
4041,History,B
4041,English,C
4041,Physical Education,A
4042,Math,C
4042,Science,C
4042,History,F
4042,English,D
4042,Physical Education,C
4043,Math,B
4043,Science,D
4043,History,D
4043,English,C
4043,Physical Education,F
4044,Math,A
4044,Science,F
4044,History,A
4044,English,C
4044,Physical Education,C
4045,Math,C
4045,Science,B
4045,History,C
4045,English,B
4045,Physical Education,C
4046,Math,B
4046,Science,B
4046,History,F
4046,English,A
4046,Physical Education,D
4047,Math,D
4047,Science,A
4047,History,D
4047,English,A
4047,Physical Education,B
4048,Math,F
4048,Science,B
4048,History,A
4048,English,D
4048,Physical Education,D
4049,Math,D
4049,Science,B
4049,History,F
4049,English,D
4049,Physical Education,C
4050,Math,B
4050,Science,F
4050,History,C
4050,English,D
4050,Physical Education,C
4051,Math,F
4051,Science,C
4051,History,B
4051,English,A
4051,Physical Education,F
4052,Math,D
4052,Science,B
4052,History,B
4052,English,F
4052,Physical Education,A
4053,Math,B
4053,Science,C
4053,History,B
4053,English,A
4053,Physical Education,C
4054,Math,A
4054,Science,F
4054,History,D
4054,English,D
4054,Physical Education,B
4055,Math,C
4055,Science,B
4055,History,D
4055,English,F
4055,Physical Education,D
4056,Math,D
4056,Science,C
4056,History,A
4056,English,D
4056,Physical Education,A
4057,Math,D
4057,Science,C
4057,History,D
4057,English,A
4057,Physical Education,A
4058,Math,F
4058,Science,B
4058,History,A
4058,English,C
4058,Physical Education,A
4059,Math,D
4059,Science,B
4059,History,B
4059,English,D
4059,Physical Education,A
4060,Math,C
4060,Science,A
4060,History,F
4060,English,D
4060,Physical Education,B
4061,Math,C
4061,Science,B
4061,History,C
4061,English,D
4061,Physical Education,C
4062,Math,D
4062,Science,F
4062,History,F
4062,English,F
4062,Physical Education,B
4063,Math,B
4063,Science,F
4063,History,C
4063,English,F
4063,Physical Education,A
4064,Math,D
4064,Science,D
4064,History,C
4064,English,D
4064,Physical Education,F
4065,Math,D
4065,Science,C
4065,History,C
4065,English,D
4065,Physical Education,D
4066,Math,B
4066,Science,C
4066,History,D
4066,English,D
4066,Physical Education,C
4067,Math,C
4067,Science,D
4067,History,F
4067,English,F
4067,Physical Education,A
4068,Math,A
4068,Science,D
4068,History,A
4068,English,A
4068,Physical Education,D
4069,Math,B
4069,Science,B
4069,History,B
4069,English,C
4069,Physical Education,C
4070,Math,B
4070,Science,F
4070,History,D
4070,English,C
4070,Physical Education,C
4071,Math,F
4071,Science,A
4071,History,F
4071,English,C
4071,Physical Education,C
4072,Math,B
4072,Science,D
4072,History,A
4072,English,C
4072,Physical Education,A
4073,Math,D
4073,Science,C
4073,History,A
4073,English,C
4073,Physical Education,F
4074,Math,D
4074,Science,B
4074,History,D
4074,English,A
4074,Physical Education,F
4075,Math,A
4075,Science,F
4075,History,C
4075,English,D
4075,Physical Education,D
4076,Math,B
4076,Science,F
4076,History,B
4076,English,F
4076,Physical Education,F
4077,Math,B
4077,Science,B
4077,History,A
4077,English,B
4077,Physical Education,D
4078,Math,C
4078,Science,A
4078,History,D
4078,English,D
4078,Physical Education,B
4079,Math,F
4079,Science,C
4079,History,B
4079,English,A
4079,Physical Education,F
4080,Math,C
4080,Science,F
4080,History,D
4080,English,F
4080,Physical Education,F
4081,Math,D
4081,Science,D
4081,History,A
4081,English,B
4081,Physical Education,A
4082,Math,B
4082,Science,A
4082,History,B
4082,English,A
4082,Physical Education,D
4083,Math,B
4083,Science,F
4083,History,D
4083,English,F
4083,Physical Education,D
4084,Math,F
4084,Science,C
4084,History,F
4084,English,C
4084,Physical Education,A
4085,Math,F
4085,Science,D
4085,History,B
4085,English,D
4085,Physical Education,A
4086,Math,B
4086,Science,D
4086,History,A
4086,English,F
4086,Physical Education,F
4087,Math,B
4087,Science,F
4087,History,B
4087,English,A
4087,Physical Education,B
4088,Math,D
4088,Science,F
4088,History,D
4088,English,B
4088,Physical Education,B
4089,Math,D
4089,Science,B
4089,History,B
4089,English,D
4089,Physical Education,A
4090,Math,A
4090,Science,B
4090,History,C
4090,English,D
4090,Physical Education,B
4091,Math,D
4091,Science,B
4091,History,F
4091,English,D
4091,Physical Education,A
4092,Math,D
4092,Science,C
4092,History,A
4092,English,B
4092,Physical Education,B
4093,Math,B
4093,Science,D
4093,History,D
4093,English,C
4093,Physical Education,C
4094,Math,B
4094,Science,D
4094,History,B
4094,English,F
4094,Physical Education,D
4095,Math,D
4095,Science,F
4095,History,C
4095,English,B
4095,Physical Education,F
4096,Math,D
4096,Science,B
4096,History,F
4096,English,F
4096,Physical Education,F
4097,Math,C
4097,Science,D
4097,History,A
4097,English,C
4097,Physical Education,B
4098,Math,B
4098,Science,D
4098,History,B
4098,English,C
4098,Physical Education,F
4099,Math,A
4099,Science,A
4099,History,A
4099,English,C
4099,Physical Education,B
4100,Math,D
4100,Science,A
4100,History,F
4100,English,A
4100,Physical Education,C
4101,Math,C
4101,Science,B
4101,History,D
4101,English,B
4101,Physical Education,D
4102,Math,D
4102,Science,F
4102,History,F
4102,English,B
4102,Physical Education,F
4103,Math,B
4103,Science,F
4103,History,D
4103,English,A
4103,Physical Education,D
4104,Math,A
4104,Science,B
4104,History,B
4104,English,F
4104,Physical Education,D
4105,Math,A
4105,Science,C
4105,History,F
4105,English,B
4105,Physical Education,B
4106,Math,A
4106,Science,A
4106,History,B
4106,English,C
4106,Physical Education,A
4107,Math,B
4107,Science,B
4107,History,F
4107,English,D
4107,Physical Education,D
4108,Math,D
4108,Science,A
4108,History,F
4108,English,D
4108,Physical Education,B
4109,Math,F
4109,Science,C
4109,History,C
4109,English,F
4109,Physical Education,F
4110,Math,B
4110,Science,A
4110,History,C
4110,English,B
4110,Physical Education,B
4111,Math,F
4111,Science,B
4111,History,D
4111,English,C
4111,Physical Education,A
4112,Math,D
4112,Science,D
4112,History,B
4112,English,D
4112,Physical Education,A
4113,Math,C
4113,Science,C
4113,History,A
4113,English,D
4113,Physical Education,B
4114,Math,D
4114,Science,D
4114,History,A
4114,English,D
4114,Physical Education,F
4115,Math,F
4115,Science,B
4115,History,C
4115,English,F
4115,Physical Education,B
4116,Math,F
4116,Science,B
4116,History,C
4116,English,C
4116,Physical Education,B
4117,Math,C
4117,Science,A
4117,History,F
4117,English,D
4117,Physical Education,C
4118,Math,F
4118,Science,B
4118,History,D
4118,English,B
4118,Physical Education,D
4119,Math,B
4119,Science,F
4119,History,D
4119,English,F
4119,Physical Education,A
4120,Math,C
4120,Science,F
4120,History,C
4120,English,C
4120,Physical Education,A
4121,Math,B
4121,Science,F
4121,History,F
4121,English,A
4121,Physical Education,D
4122,Math,B
4122,Science,D
4122,History,F
4122,English,D
4122,Physical Education,D
4123,Math,A
4123,Science,D
4123,History,D
4123,English,C
4123,Physical Education,B
4124,Math,D
4124,Science,A
4124,History,F
4124,English,A
4124,Physical Education,D
4125,Math,A
4125,Science,A
4125,History,F
4125,English,F
4125,Physical Education,D
4126,Math,C
4126,Science,C
4126,History,C
4126,English,A
4126,Physical Education,C
4127,Math,B
4127,Science,C
4127,History,B
4127,English,B
4127,Physical Education,D
4128,Math,A
4128,Science,F
4128,History,F
4128,English,A
4128,Physical Education,C
4129,Math,C
4129,Science,F
4129,History,C
4129,English,C
4129,Physical Education,F
4130,Math,B
4130,Science,D
4130,History,C
4130,English,F
4130,Physical Education,A
4131,Math,A
4131,Science,D
4131,History,B
4131,English,A
4131,Physical Education,B
4132,Math,C
4132,Science,D
4132,History,C
4132,English,D
4132,Physical Education,B
4133,Math,D
4133,Science,B
4133,History,F
4133,English,D
4133,Physical Education,A
4134,Math,C
4134,Science,F
4134,History,C
4134,English,B
4134,Physical Education,F
4135,Math,A
4135,Science,F
4135,History,B
4135,English,C
4135,Physical Education,F
4136,Math,D
4136,Science,F
4136,History,C
4136,English,F
4136,Physical Education,D
4137,Math,A
4137,Science,B
4137,History,A
4137,English,F
4137,Physical Education,F
4138,Math,D
4138,Science,C
4138,History,B
4138,English,D
4138,Physical Education,A
4139,Math,D
4139,Science,B
4139,History,A
4139,English,A
4139,Physical Education,C
4140,Math,C
4140,Science,C
4140,History,D
4140,English,B
4140,Physical Education,F
4141,Math,A
4141,Science,A
4141,History,F
4141,English,B
4141,Physical Education,B
4142,Math,C
4142,Science,D
4142,History,C
4142,English,B
4142,Physical Education,D
4143,Math,B
4143,Science,C
4143,History,B
4143,English,F
4143,Physical Education,C
4144,Math,C
4144,Science,F
4144,History,A
4144,English,B
4144,Physical Education,D
4145,Math,A
4145,Science,B
4145,History,B
4145,English,B
4145,Physical Education,F
4146,Math,C
4146,Science,F
4146,History,A
4146,English,C
4146,Physical Education,D
4147,Math,C
4147,Science,C
4147,History,D
4147,English,D
4147,Physical Education,B
4148,Math,D
4148,Science,B
4148,History,A
4148,English,F
4148,Physical Education,D
4149,Math,B
4149,Science,F
4149,History,C
4149,English,B
4149,Physical Education,B
4150,Math,C
4150,Science,D
4150,History,B
4150,English,F
4150,Physical Education,D
4151,Math,F
4151,Science,D
4151,History,D
4151,English,F
4151,Physical Education,C
4152,Math,A
4152,Science,C
4152,History,B
4152,English,A
4152,Physical Education,A
4153,Math,D
4153,Science,C
4153,History,D
4153,English,B
4153,Physical Education,C
4154,Math,A
4154,Science,C
4154,History,C
4154,English,B
4154,Physical Education,F
4155,Math,D
4155,Science,D
4155,History,C
4155,English,B
4155,Physical Education,A
4156,Math,D
4156,Science,F
4156,History,D
4156,English,A
4156,Physical Education,C
4157,Math,C
4157,Science,B
4157,History,D
4157,English,A
4157,Physical Education,F
4158,Math,F
4158,Science,A
4158,History,B
4158,English,F
4158,Physical Education,C
4159,Math,B
4159,Science,F
4159,History,A
4159,English,C
4159,Physical Education,F
4160,Math,C
4160,Science,A
4160,History,A
4160,English,D
4160,Physical Education,A
4161,Math,C
4161,Science,C
4161,History,B
4161,English,F
4161,Physical Education,C
4162,Math,A
4162,Science,C
4162,History,F
4162,English,B
4162,Physical Education,C
4163,Math,D
4163,Science,A
4163,History,D
4163,English,D
4163,Physical Education,C
4164,Math,A
4164,Science,D
4164,History,C
4164,English,C
4164,Physical Education,A
4165,Math,A
4165,Science,F
4165,History,C
4165,English,D
4165,Physical Education,D
4166,Math,F
4166,Science,C
4166,History,A
4166,English,D
4166,Physical Education,B
4167,Math,A
4167,Science,B
4167,History,B
4167,English,A
4167,Physical Education,F
4168,Math,B
4168,Science,F
4168,History,F
4168,English,D
4168,Physical Education,D
4169,Math,D
4169,Science,D
4169,History,B
4169,English,C
4169,Physical Education,F
4170,Math,D
4170,Science,A
4170,History,B
4170,English,B
4170,Physical Education,F
4171,Math,B
4171,Science,B
4171,History,B
4171,English,D
4171,Physical Education,B
4172,Math,A
4172,Science,B
4172,History,F
4172,English,D
4172,Physical Education,C
4173,Math,C
4173,Science,D
4173,History,F
4173,English,F
4173,Physical Education,A
4174,Math,F
4174,Science,C
4174,History,D
4174,English,D
4174,Physical Education,A
4175,Math,B
4175,Science,B
4175,History,D
4175,English,D
4175,Physical Education,D
4176,Math,C
4176,Science,F
4176,History,C
4176,English,B
4176,Physical Education,D
4177,Math,C
4177,Science,C
4177,History,B
4177,English,F
4177,Physical Education,A
4178,Math,B
4178,Science,B
4178,History,F
4178,English,B
4178,Physical Education,A
4179,Math,F
4179,Science,B
4179,History,C
4179,English,B
4179,Physical Education,B
4180,Math,C
4180,Science,C
4180,History,C
4180,English,F
4180,Physical Education,D
4181,Math,C
4181,Science,D
4181,History,F
4181,English,C
4181,Physical Education,A
4182,Math,F
4182,Science,D
4182,History,A
4182,English,F
4182,Physical Education,D
4183,Math,A
4183,Science,C
4183,History,F
4183,English,A
4183,Physical Education,F
4184,Math,B
4184,Science,D
4184,History,A
4184,English,B
4184,Physical Education,F
4185,Math,A
4185,Science,B
4185,History,F
4185,English,B
4185,Physical Education,C
4186,Math,F
4186,Science,A
4186,History,D
4186,English,D
4186,Physical Education,F
4187,Math,B
4187,Science,C
4187,History,D
4187,English,F
4187,Physical Education,A
4188,Math,F
4188,Science,F
4188,History,D
4188,English,A
4188,Physical Education,D
4189,Math,A
4189,Science,B
4189,History,F
4189,English,D
4189,Physical Education,C
4190,Math,B
4190,Science,A
4190,History,F
4190,English,A
4190,Physical Education,F
4191,Math,B
4191,Science,D
4191,History,F
4191,English,B
4191,Physical Education,A
4192,Math,D
4192,Science,A
4192,History,F
4192,English,B
4192,Physical Education,B
4193,Math,C
4193,Science,F
4193,History,A
4193,English,C
4193,Physical Education,B
4194,Math,D
4194,Science,B
4194,History,A
4194,English,F
4194,Physical Education,C
4195,Math,A
4195,Science,D
4195,History,B
4195,English,F
4195,Physical Education,C
4196,Math,C
4196,Science,D
4196,History,D
4196,English,C
4196,Physical Education,A
4197,Math,F
4197,Science,B
4197,History,C
4197,English,C
4197,Physical Education,F
4198,Math,B
4198,Science,F
4198,History,B
4198,English,C
4198,Physical Education,B
4199,Math,D
4199,Science,B
4199,History,C
4199,English,B
4199,Physical Education,D
4200,Math,F
4200,Science,D
4200,History,D
4200,English,F
4200,Physical Education,B
4201,Math,C
4201,Science,B
4201,History,D
4201,English,B
4201,Physical Education,F
4202,Math,D
4202,Science,B
4202,History,C
4202,English,A
4202,Physical Education,B
4203,Math,D
4203,Science,A
4203,History,D
4203,English,F
4203,Physical Education,A
4204,Math,C
4204,Science,B
4204,History,F
4204,English,D
4204,Physical Education,F
4205,Math,D
4205,Science,D
4205,History,D
4205,English,C
4205,Physical Education,A
4206,Math,D
4206,Science,A
4206,History,A
4206,English,B
4206,Physical Education,F
4207,Math,C
4207,Science,A
4207,History,A
4207,English,B
4207,Physical Education,A
4208,Math,B
4208,Science,D
4208,History,F
4208,English,A
4208,Physical Education,C
4209,Math,A
4209,Science,C
4209,History,D
4209,English,A
4209,Physical Education,B
4210,Math,F
4210,Science,A
4210,History,C
4210,English,A
4210,Physical Education,B
4211,Math,D
4211,Science,A
4211,History,D
4211,English,C
4211,Physical Education,F
4212,Math,B
4212,Science,D
4212,History,B
4212,English,D
4212,Physical Education,B
4213,Math,C
4213,Science,D
4213,History,B
4213,English,F
4213,Physical Education,D
4214,Math,B
4214,Science,F
4214,History,F
4214,English,C
4214,Physical Education,F
4215,Math,C
4215,Science,B
4215,History,A
4215,English,D
4215,Physical Education,F
4216,Math,C
4216,Science,F
4216,History,B
4216,English,F
4216,Physical Education,D
4217,Math,B
4217,Science,A
4217,History,D
4217,English,B
4217,Physical Education,F
4218,Math,A
4218,Science,A
4218,History,C
4218,English,F
4218,Physical Education,D
4219,Math,B
4219,Science,F
4219,History,C
4219,English,C
4219,Physical Education,C
4220,Math,F
4220,Science,A
4220,History,F
4220,English,C
4220,Physical Education,C
4221,Math,D
4221,Science,D
4221,History,D
4221,English,B
4221,Physical Education,A
4222,Math,B
4222,Science,B
4222,History,C
4222,English,B
4222,Physical Education,B
4223,Math,B
4223,Science,C
4223,History,B
4223,English,B
4223,Physical Education,C
4224,Math,A
4224,Science,D
4224,History,D
4224,English,D
4224,Physical Education,D
4225,Math,D
4225,Science,F
4225,History,C
4225,English,C
4225,Physical Education,C
4226,Math,A
4226,Science,D
4226,History,B
4226,English,A
4226,Physical Education,A
4227,Math,F
4227,Science,D
4227,History,C
4227,English,A
4227,Physical Education,C
4228,Math,B
4228,Science,C
4228,History,D
4228,English,C
4228,Physical Education,D
4229,Math,A
4229,Science,A
4229,History,F
4229,English,B
4229,Physical Education,F
4230,Math,F
4230,Science,C
4230,History,D
4230,English,D
4230,Physical Education,A
4231,Math,B
4231,Science,F
4231,History,B
4231,English,B
4231,Physical Education,C
4232,Math,A
4232,Science,A
4232,History,F
4232,English,B
4232,Physical Education,F
4233,Math,A
4233,Science,F
4233,History,C
4233,English,B
4233,Physical Education,D
4234,Math,C
4234,Science,B
4234,History,A
4234,English,A
4234,Physical Education,B
4235,Math,F
4235,Science,D
4235,History,A
4235,English,A
4235,Physical Education,A
4236,Math,A
4236,Science,B
4236,History,D
4236,English,F
4236,Physical Education,C
4237,Math,D
4237,Science,C
4237,History,D
4237,English,B
4237,Physical Education,A
4238,Math,C
4238,Science,F
4238,History,B
4238,English,C
4238,Physical Education,F
4239,Math,F
4239,Science,A
4239,History,D
4239,English,B
4239,Physical Education,B
4240,Math,F
4240,Science,B
4240,History,C
4240,English,D
4240,Physical Education,C
4241,Math,C
4241,Science,A
4241,History,F
4241,English,C
4241,Physical Education,C
4242,Math,C
4242,Science,D
4242,History,D
4242,English,F
4242,Physical Education,A
4243,Math,F
4243,Science,D
4243,History,A
4243,English,F
4243,Physical Education,C
4244,Math,C
4244,Science,D
4244,History,A
4244,English,C
4244,Physical Education,B
4245,Math,D
4245,Science,D
4245,History,F
4245,English,B
4245,Physical Education,B
4246,Math,C
4246,Science,F
4246,History,B
4246,English,B
4246,Physical Education,F
4247,Math,A
4247,Science,C
4247,History,B
4247,English,F
4247,Physical Education,D
4248,Math,F
4248,Science,B
4248,History,B
4248,English,C
4248,Physical Education,F
4249,Math,A
4249,Science,C
4249,History,F
4249,English,B
4249,Physical Education,F
4250,Math,A
4250,Science,D
4250,History,A
4250,English,F
4250,Physical Education,F
4251,Math,F
4251,Science,B
4251,History,A
4251,English,A
4251,Physical Education,B
4252,Math,C
4252,Science,D
4252,History,F
4252,English,F
4252,Physical Education,B
4253,Math,C
4253,Science,A
4253,History,C
4253,English,D
4253,Physical Education,A
4254,Math,B
4254,Science,D
4254,History,C
4254,English,B
4254,Physical Education,C
4255,Math,F
4255,Science,A
4255,History,B
4255,English,F
4255,Physical Education,C
4256,Math,D
4256,Science,F
4256,History,A
4256,English,F
4256,Physical Education,F
4257,Math,A
4257,Science,A
4257,History,B
4257,English,A
4257,Physical Education,F
4258,Math,B
4258,Science,D
4258,History,A
4258,English,C
4258,Physical Education,A
4259,Math,D
4259,Science,F
4259,History,A
4259,English,F
4259,Physical Education,B
4260,Math,C
4260,Science,D
4260,History,A
4260,English,F
4260,Physical Education,D
4261,Math,D
4261,Science,B
4261,History,B
4261,English,F
4261,Physical Education,B
4262,Math,C
4262,Science,D
4262,History,A
4262,English,F
4262,Physical Education,B
4263,Math,F
4263,Science,C
4263,History,A
4263,English,C
4263,Physical Education,B
4264,Math,D
4264,Science,B
4264,History,D
4264,English,A
4264,Physical Education,C
4265,Math,A
4265,Science,A
4265,History,A
4265,English,A
4265,Physical Education,B
4266,Math,A
4266,Science,F
4266,History,F
4266,English,B
4266,Physical Education,A
4267,Math,C
4267,Science,A
4267,History,D
4267,English,A
4267,Physical Education,C
4268,Math,D
4268,Science,F
4268,History,F
4268,English,C
4268,Physical Education,B
4269,Math,C
4269,Science,F
4269,History,F
4269,English,A
4269,Physical Education,F
4270,Math,D
4270,Science,D
4270,History,C
4270,English,F
4270,Physical Education,A
4271,Math,C
4271,Science,A
4271,History,F
4271,English,D
4271,Physical Education,A
4272,Math,A
4272,Science,C
4272,History,C
4272,English,A
4272,Physical Education,A
4273,Math,F
4273,Science,D
4273,History,F
4273,English,F
4273,Physical Education,D
4274,Math,D
4274,Science,D
4274,History,B
4274,English,A
4274,Physical Education,B
4275,Math,A
4275,Science,A
4275,History,D
4275,English,C
4275,Physical Education,A
4276,Math,F
4276,Science,C
4276,History,B
4276,English,F
4276,Physical Education,B
4277,Math,A
4277,Science,A
4277,History,F
4277,English,D
4277,Physical Education,C
4278,Math,A
4278,Science,B
4278,History,D
4278,English,F
4278,Physical Education,F
4279,Math,C
4279,Science,C
4279,History,F
4279,English,B
4279,Physical Education,A
4280,Math,D
4280,Science,B
4280,History,D
4280,English,A
4280,Physical Education,B
4281,Math,F
4281,Science,A
4281,History,B
4281,English,F
4281,Physical Education,C
4282,Math,C
4282,Science,A
4282,History,C
4282,English,D
4282,Physical Education,C
4283,Math,A
4283,Science,B
4283,History,F
4283,English,C
4283,Physical Education,C
4284,Math,B
4284,Science,C
4284,History,C
4284,English,F
4284,Physical Education,F
4285,Math,D
4285,Science,B
4285,History,C
4285,English,F
4285,Physical Education,C
4286,Math,C
4286,Science,B
4286,History,D
4286,English,C
4286,Physical Education,B
4287,Math,B
4287,Science,D
4287,History,D
4287,English,B
4287,Physical Education,B
4288,Math,D
4288,Science,C
4288,History,A
4288,English,A
4288,Physical Education,D
4289,Math,F
4289,Science,B
4289,History,A
4289,English,F
4289,Physical Education,C
4290,Math,C
4290,Science,B
4290,History,F
4290,English,C
4290,Physical Education,C
4291,Math,A
4291,Science,F
4291,History,A
4291,English,F
4291,Physical Education,D
4292,Math,D
4292,Science,D
4292,History,C
4292,English,B
4292,Physical Education,A
4293,Math,C
4293,Science,F
4293,History,B
4293,English,D
4293,Physical Education,D
4294,Math,B
4294,Science,D
4294,History,B
4294,English,F
4294,Physical Education,D
4295,Math,A
4295,Science,D
4295,History,D
4295,English,B
4295,Physical Education,C
4296,Math,B
4296,Science,B
4296,History,D
4296,English,C
4296,Physical Education,D
4297,Math,A
4297,Science,A
4297,History,D
4297,English,D
4297,Physical Education,C
4298,Math,F
4298,Science,F
4298,History,C
4298,English,B
4298,Physical Education,A
4299,Math,D
4299,Science,D
4299,History,F
4299,English,B
4299,Physical Education,B
4300,Math,C
4300,Science,F
4300,History,A
4300,English,C
4300,Physical Education,D
4301,Math,B
4301,Science,C
4301,History,A
4301,English,D
4301,Physical Education,F
4302,Math,F
4302,Science,D
4302,History,C
4302,English,D
4302,Physical Education,C
4303,Math,C
4303,Science,D
4303,History,C
4303,English,F
4303,Physical Education,A
4304,Math,D
4304,Science,C
4304,History,B
4304,English,A
4304,Physical Education,C
4305,Math,B
4305,Science,F
4305,History,F
4305,English,A
4305,Physical Education,D
4306,Math,A
4306,Science,B
4306,History,F
4306,English,A
4306,Physical Education,B
4307,Math,B
4307,Science,D
4307,History,C
4307,English,F
4307,Physical Education,B
4308,Math,B
4308,Science,B
4308,History,D
4308,English,D
4308,Physical Education,F
4309,Math,F
4309,Science,A
4309,History,B
4309,English,B
4309,Physical Education,B
4310,Math,C
4310,Science,B
4310,History,F
4310,English,F
4310,Physical Education,A
4311,Math,A
4311,Science,F
4311,History,C
4311,English,D
4311,Physical Education,D
4312,Math,F
4312,Science,C
4312,History,D
4312,English,D
4312,Physical Education,F
4313,Math,A
4313,Science,D
4313,History,D
4313,English,C
4313,Physical Education,D
4314,Math,A
4314,Science,B
4314,History,B
4314,English,A
4314,Physical Education,F
4315,Math,B
4315,Science,F
4315,History,D
4315,English,B
4315,Physical Education,F
4316,Math,F
4316,Science,A
4316,History,F
4316,English,F
4316,Physical Education,D
4317,Math,F
4317,Science,D
4317,History,D
4317,English,F
4317,Physical Education,A
4318,Math,A
4318,Science,C
4318,History,A
4318,English,C
4318,Physical Education,C
4319,Math,D
4319,Science,F
4319,History,C
4319,English,C
4319,Physical Education,F
4320,Math,D
4320,Science,F
4320,History,D
4320,English,C
4320,Physical Education,F
4321,Math,F
4321,Science,D
4321,History,A
4321,English,C
4321,Physical Education,A
4322,Math,C
4322,Science,C
4322,History,D
4322,English,C
4322,Physical Education,D
4323,Math,D
4323,Science,C
4323,History,F
4323,English,D
4323,Physical Education,F
4324,Math,D
4324,Science,D
4324,History,C
4324,English,C
4324,Physical Education,C
4325,Math,D
4325,Science,C
4325,History,F
4325,English,D
